GeneId,GeneSymbol,GeneName,Svalue,Pvalue,Meta-Qvalue,sigCore
7941,PLA2G7,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",7.17,5.19E-01,5.99E-01,
54435,HCG4,HLA complex group 4,5.35,5.00E-01,5.99E-01,
23596,OPN3,opsin 3,5.20,5.19E-01,5.99E-01,
,AX747618,unknown,3.24,5.19E-01,5.99E-01,
84932,RAB2B,"RAB2B, member RAS oncogene family",3.24,5.19E-01,5.99E-01,
10129,FRY,furry homolog (Drosophila),7.16,5.19E-01,5.99E-01,
,BC040860,unknown,3.24,5.19E-01,5.99E-01,
83659,TEKT1,tektin 1,3.24,5.19E-01,5.99E-01,
6555,SLC10A2,"solute carrier family 10 (sodium/bile acid cotransporter family), member 2",5.35,5.00E-01,5.99E-01,
51639,SF3B14,"splicing factor 3B, 14 kDa subunit",3.23,5.19E-01,5.99E-01,
729177,LOC729177,hypothetical LOC729177,3.23,5.20E-01,5.99E-01,
168544,ZNF467,zinc finger protein 467,7.16,5.20E-01,6.00E-01,
55213,RCBTB1,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,5.19,5.20E-01,6.00E-01,
,AK095549,unknown,3.23,5.20E-01,6.00E-01,
5533,PPP3CC,"protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform",7.16,5.20E-01,6.00E-01,
2245,FGD1,"FYVE, RhoGEF and PH domain containing 1",7.15,5.20E-01,6.00E-01,
10219,KLRG1,"killer cell lectin-like receptor subfamily G, member 1",7.15,5.20E-01,6.00E-01,
219928,MRGPRF,"MAS-related GPR, member F",3.23,5.20E-01,6.00E-01,
10924,SMPDL3A,"sphingomyelin phosphodiesterase, acid-like 3A",7.15,5.20E-01,6.00E-01,
84888,SPPL2A,signal peptide peptidase-like 2A,3.23,5.21E-01,6.00E-01,
51725,FBXO40,F-box protein 40,5.18,5.20E-01,6.00E-01,
10294,DNAJA2,"DnaJ (Hsp40) homolog, subfamily A, member 2",5.18,5.21E-01,6.00E-01,
5828,PXMP3,"peroxisomal membrane protein 3, 35kDa",5.34,5.01E-01,6.00E-01,
3290,HSD11B1,hydroxysteroid (11-beta) dehydrogenase 1,7.33,5.01E-01,6.00E-01,
57473,ZNF512B,zinc finger protein 512B,3.22,5.21E-01,6.01E-01,
27177,IL1F8,"interleukin 1 family, member 8 (eta)",3.22,5.21E-01,6.01E-01,
440356,LOC440356,hypothetical LOC440356,3.22,5.21E-01,6.01E-01,
57613,KIAA1467,KIAA1467,7.15,5.21E-01,6.01E-01,
51070,NOSIP,nitric oxide synthase interacting protein,5.33,5.02E-01,6.01E-01,
7276,TTR,transthyretin,7.33,5.02E-01,6.01E-01,
387640,C10orf140,chromosome 10 open reading frame 140,3.22,5.21E-01,6.01E-01,
619351,C8orf75,chromosome 8 open reading frame 75,3.22,5.21E-01,6.01E-01,
84848,MGC16121,hypothetical protein MGC16121,3.22,5.22E-01,6.01E-01,
,AX747383,unknown,3.22,5.22E-01,6.01E-01,
10447,FAM3C,"family with sequence similarity 3, member C",5.33,5.02E-01,6.01E-01,
57396,CLK4,CDC-like kinase 4,5.33,5.02E-01,6.01E-01,
5924,RASGRF2,Ras protein-specific guanine nucleotide-releasing factor 2,3.22,5.22E-01,6.01E-01,
83879,CDCA7,cell division cycle associated 7,3.22,5.22E-01,6.01E-01,
10632,ATP5L,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",7.14,5.22E-01,6.01E-01,
80789,INTS5,integrator complex subunit 5,5.17,5.22E-01,6.01E-01,
3347,HTN3,histatin 3,7.13,5.22E-01,6.02E-01,
6578,SLCO2A1,"solute carrier organic anion transporter family, member 2A1",7.13,5.22E-01,6.02E-01,
2893,GRIA4,"glutamate receptor, ionotrophic, AMPA 4",5.32,5.03E-01,6.02E-01,
286676,ILDR1,immunoglobulin-like domain containing receptor 1,3.21,5.23E-01,6.02E-01,
23170,TTLL12,"tubulin tyrosine ligase-like family, member 12",5.16,5.23E-01,6.02E-01,
79852,ABHD9,abhydrolase domain containing 9,5.16,5.23E-01,6.02E-01,
10954,PDIA5,"protein disulfide isomerase family A, member 5",7.13,5.23E-01,6.02E-01,
,BC023610,unknown,3.21,5.23E-01,6.02E-01,
5016,OVGP1,"oviductal glycoprotein 1, 120kDa",7.13,5.23E-01,6.02E-01,
10200,MPHOSPH6,M-phase phosphoprotein 6,7.13,5.23E-01,6.02E-01,
92815,HIST3H2A,"histone cluster 3, H2a",5.16,5.23E-01,6.02E-01,
90187,EMILIN3,elastin microfibril interfacer 3,3.21,5.23E-01,6.02E-01,
26138,C8orf71,chromosome 8 open reading frame 71,7.31,5.03E-01,6.02E-01,
,C14orf108,unknown,3.21,5.24E-01,6.02E-01,
3839,KPNA3,karyopherin alpha 3 (importin alpha 4),7.12,5.23E-01,6.02E-01,
1610,DAO,D-amino-acid oxidase,7.12,5.24E-01,6.02E-01,
23276,KLHL18,kelch-like 18 (Drosophila),7.31,5.04E-01,6.03E-01,
9675,KIAA0406,KIAA0406,7.31,5.04E-01,6.03E-01,
,weykey.aApr07-unspliced,unknown,3.21,5.24E-01,6.03E-01,
345778,MTX3,metaxin 3,3.21,5.24E-01,6.03E-01,
6691,SPINK2,"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)",7.12,5.24E-01,6.03E-01,
8408,ULK1,unc-51-like kinase 1 (C. elegans),7.12,5.24E-01,6.03E-01,
161,AP2A2,"adaptor-related protein complex 2, alpha 2 subunit",7.12,5.24E-01,6.03E-01,
8445,DYRK2,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 2,7.31,5.04E-01,6.03E-01,
89848,FCHSD1,FCH and double SH3 domains 1,3.20,5.24E-01,6.03E-01,
6418,SET,SET nuclear oncogene,3.20,5.24E-01,6.03E-01,
5595,MAPK3,mitogen-activated protein kinase 3,5.15,5.24E-01,6.03E-01,
55773,TBC1D23,"TBC1 domain family, member 23",3.20,5.24E-01,6.03E-01,
3097,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,7.11,5.24E-01,6.03E-01,
9352,TXNL1,thioredoxin-like 1,7.11,5.25E-01,6.03E-01,
27306,PGDS,"prostaglandin D2 synthase, hematopoietic",7.11,5.25E-01,6.03E-01,
22916,NCBP2,"nuclear cap binding protein subunit 2, 20kDa",5.31,5.04E-01,6.03E-01,
8538,BARX2,BARX homeobox 2,7.11,5.25E-01,6.03E-01,
6718,AKR1D1,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",7.30,5.05E-01,6.03E-01,
9427,ECEL1,endothelin converting enzyme-like 1,5.31,5.05E-01,6.03E-01,
389123,IQCF2,IQ motif containing F2,3.20,5.25E-01,6.04E-01,
5997,RGS2,"regulator of G-protein signaling 2, 24kDa",7.30,5.05E-01,6.04E-01,
4893,NRAS,neuroblastoma RAS viral (v-ras) oncogene homolog,7.10,5.25E-01,6.04E-01,
,FAM26B,unknown,3.20,5.25E-01,6.04E-01,
5393,EXOSC9,exosome component 9,5.14,5.26E-01,6.04E-01,
9278,ZBTB22,zinc finger and BTB domain containing 22,5.14,5.26E-01,6.04E-01,
83795,KCNK16,"potassium channel, subfamily K, member 16",3.19,5.26E-01,6.04E-01,
84947,SERAC1,serine active site containing 1,3.19,5.26E-01,6.04E-01,
79727,LIN28,lin-28 homolog (C. elegans),3.19,5.26E-01,6.04E-01,
5871,MAP4K2,mitogen-activated protein kinase kinase kinase kinase 2,7.29,5.06E-01,6.04E-01,
,AK026668,unknown,3.19,5.26E-01,6.05E-01,
8387,OR1E1,"olfactory receptor, family 1, subfamily E, member 1",7.29,5.06E-01,6.05E-01,
635,BHMT,betaine-homocysteine methyltransferase,7.29,5.06E-01,6.05E-01,
55617,TASP1,"taspase, threonine aspartase, 1",5.30,5.06E-01,6.05E-01,
440738,MAP1LC3C,microtubule-associated protein 1 light chain 3 gamma,5.30,5.06E-01,6.05E-01,
51606,ATP6V1H,"ATPase, H+ transporting, lysosomal 50/57kDa, V1 subunit H",7.28,5.06E-01,6.05E-01,
6916,TBXAS1,thromboxane A synthase 1 (platelet),7.28,5.07E-01,6.05E-01,
6545,SLC7A4,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 4",7.28,5.06E-01,6.05E-01,
79684,C11orf61,chromosome 11 open reading frame 61,5.29,5.07E-01,6.05E-01,
6596,HLTF,helicase-like transcription factor,7.28,5.07E-01,6.05E-01,
50512,PODXL2,podocalyxin-like 2,3.19,5.27E-01,6.05E-01,
23168,RTF1,"Rtf1, Paf1/RNA polymerase II complex component, homolog (S. cerevisiae)",7.28,5.07E-01,6.05E-01,
4798,NFRKB,nuclear factor related to kappaB binding protein,7.28,5.07E-01,6.05E-01,
11098,PRSS23,"protease, serine, 23",3.19,5.27E-01,6.05E-01,
4880,NPPC,natriuretic peptide precursor C,5.13,5.27E-01,6.05E-01,
1907,EDN2,endothelin 2,7.28,5.07E-01,6.05E-01,
1635,DCTD,dCMP deaminase,7.28,5.07E-01,6.05E-01,
5308,PITX2,paired-like homeodomain 2,7.27,5.08E-01,6.06E-01,
6833,ABCC8,"ATP-binding cassette, sub-family C (CFTR/MRP), member 8",7.08,5.28E-01,6.06E-01,
55697,VAC14,Vac14 homolog (S. cerevisiae),7.27,5.08E-01,6.06E-01,
130814,PQLC3,PQ loop repeat containing 3,5.28,5.08E-01,6.06E-01,
255043,TMEM86B,transmembrane protein 86B,3.18,5.28E-01,6.06E-01,
54708,MARCH5,membrane-associated ring finger (C3HC4) 5,5.13,5.28E-01,6.06E-01,
6905,TBCE,tubulin folding cofactor E,7.08,5.28E-01,6.06E-01,
81620,CDT1,chromatin licensing and DNA replication factor 1,7.26,5.08E-01,6.06E-01,
5129,PCTK3,PCTAIRE protein kinase 3,7.08,5.28E-01,6.06E-01,
50859,SPOCK3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3",7.08,5.28E-01,6.06E-01,
90407,TMEM41A,transmembrane protein 41A,3.18,5.28E-01,6.06E-01,
245973,ATP6V1C2,"ATPase, H+ transporting, lysosomal 42kDa, V1 subunit C2",3.18,5.29E-01,6.07E-01,
80014,WWC2,WW and C2 domain containing 2,3.18,5.29E-01,6.07E-01,
389434,IYD,iodotyrosine deiodinase,3.18,5.29E-01,6.07E-01,
8294,HIST1H4I,"histone cluster 1, H4i",5.12,5.29E-01,6.07E-01,
5100,PCDH8,protocadherin 8,7.07,5.29E-01,6.07E-01,
200734,SPRED2,"sprouty-related, EVH1 domain containing 2",7.26,5.09E-01,6.07E-01,
7381,UQCRB,ubiquinol-cytochrome c reductase binding protein,5.28,5.09E-01,6.07E-01,
285205,LOC285205,hypothetical LOC285205,3.17,5.29E-01,6.07E-01,
91057,CCDC34,coiled-coil domain containing 34,3.17,5.30E-01,6.07E-01,
26952,SMR3A,submaxillary gland androgen regulated protein 3A,7.25,5.09E-01,6.07E-01,
,AK125437,unknown,3.17,5.30E-01,6.07E-01,
,BC039122,unknown,3.17,5.30E-01,6.07E-01,
92737,DNER,delta/notch-like EGF repeat containing,3.17,5.30E-01,6.07E-01,
54930,C14orf94,chromosome 14 open reading frame 94,5.11,5.30E-01,6.07E-01,
64748,LPPR2,lipid phosphate phosphatase-related protein type 2,5.11,5.30E-01,6.07E-01,
65057,ACD,adrenocortical dysplasia homolog (mouse),7.06,5.30E-01,6.07E-01,
85416,ZIC5,"Zic family member 5 (odd-paired homolog, Drosophila)",3.17,5.30E-01,6.08E-01,
728613,LOC728613,programmed cell death 6 pseudogene,3.17,5.30E-01,6.08E-01,
158135,TTLL11,"tubulin tyrosine ligase-like family, member 11",3.17,5.30E-01,6.08E-01,
388695,LYSMD1,"LysM, putative peptidoglycan-binding, domain containing 1",3.17,5.30E-01,6.08E-01,
23339,VPS39,vacuolar protein sorting 39 homolog (S. cerevisiae),5.11,5.30E-01,6.08E-01,
29992,PILRA,paired immunoglobin-like type 2 receptor alpha,5.11,5.30E-01,6.08E-01,
9971,NR1H4,"nuclear receptor subfamily 1, group H, member 4",7.06,5.30E-01,6.08E-01,
57037,ANKMY2,ankyrin repeat and MYND domain containing 2,7.06,5.30E-01,6.08E-01,
51367,POP5,"processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)",7.06,5.30E-01,6.08E-01,
3067,HDC,histidine decarboxylase,7.06,5.30E-01,6.08E-01,
2986,GUCY2F,"guanylate cyclase 2F, retinal",7.06,5.30E-01,6.08E-01,
5081,PAX7,paired box 7,7.06,5.31E-01,6.08E-01,
54935,DUSP23,dual specificity phosphatase 23,3.16,5.31E-01,6.08E-01,
,AK098264,unknown,3.16,5.31E-01,6.08E-01,
340526,RGAG4,retrotransposon gag domain containing 4,3.16,5.31E-01,6.08E-01,
7879,RAB7A,"RAB7A, member RAS oncogene family",3.16,5.31E-01,6.08E-01,
127833,SYT2,synaptotagmin II,7.25,5.10E-01,6.08E-01,
115207,KCTD12,potassium channel tetramerisation domain containing 12,7.25,5.10E-01,6.08E-01,
143241,DYDC1,DPY30 domain containing 1,3.16,5.31E-01,6.08E-01,
9797,TATDN2,TatD DNase domain containing 2,7.05,5.31E-01,6.08E-01,
2979,GUCA1B,guanylate cyclase activator 1B (retina),7.24,5.11E-01,6.08E-01,
7504,XK,X-linked Kx blood group (McLeod syndrome),7.24,5.11E-01,6.08E-01,
285193,DUSP28,dual specificity phosphatase 28,3.16,5.32E-01,6.08E-01,
5196,PF4,platelet factor 4,7.24,5.11E-01,6.09E-01,
3736,KCNA1,"potassium voltage-gated channel, shaker-related subfamily, member 1 (episodic ataxia with myokymia)",7.24,5.11E-01,6.09E-01,
6364,CCL20,chemokine (C-C motif) ligand 20,7.24,5.11E-01,6.09E-01,
81502,HM13,histocompatibility (minor) 13,3.16,5.32E-01,6.09E-01,
,AX747798,unknown,3.15,5.32E-01,6.09E-01,
85569,GALP,galanin-like peptide,3.15,5.32E-01,6.09E-01,
26060,APPL1,"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1",5.26,5.12E-01,6.09E-01,
24140,FTSJ1,FtsJ homolog 1 (E. coli),7.04,5.32E-01,6.09E-01,
51332,SPTBN5,"spectrin, beta, non-erythrocytic 5",5.25,5.12E-01,6.10E-01,
3681,ITGAD,"integrin, alpha D",5.09,5.33E-01,6.10E-01,
5520,PPP2R2A,"protein phosphatase 2 (formerly 2A), regulatory subunit B, alpha isoform",7.23,5.12E-01,6.10E-01,
93134,ZNF561,zinc finger protein 561,3.15,5.33E-01,6.10E-01,
5720,PSME1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",7.03,5.33E-01,6.10E-01,
55116,TMEM39B,transmembrane protein 39B,5.08,5.33E-01,6.10E-01,
90379,LOC90379,hypothetical protein BC002926,5.08,5.34E-01,6.10E-01,
10233,LRRC23,leucine rich repeat containing 23,7.22,5.13E-01,6.10E-01,
79953,C20orf39,chromosome 20 open reading frame 39,5.24,5.13E-01,6.11E-01,
56912,C11orf60,chromosome 11 open reading frame 60,5.24,5.13E-01,6.11E-01,
80217,C10orf79,chromosome 10 open reading frame 79,3.14,5.34E-01,6.11E-01,
54332,GDAP1,ganglioside-induced differentiation-associated protein 1,5.24,5.13E-01,6.11E-01,
1054,CEBPG,"CCAAT/enhancer binding protein (C/EBP), gamma",7.22,5.13E-01,6.11E-01,
11333,PDAP1,PDGFA associated protein 1,5.24,5.13E-01,6.11E-01,
341032,C11orf53,chromosome 11 open reading frame 53,3.14,5.34E-01,6.11E-01,
51304,ZDHHC3,"zinc finger, DHHC-type containing 3",5.07,5.35E-01,6.11E-01,
3228,HOXC12,homeobox C12,3.14,5.35E-01,6.11E-01,
51027,BOLA1,bolA homolog 1 (E. coli),5.07,5.35E-01,6.11E-01,
284312,ZSCAN1,zinc finger and SCAN domain containing 1,3.14,5.35E-01,6.11E-01,
8726,EED,embryonic ectoderm development,5.23,5.14E-01,6.11E-01,
10795,ZNF268,zinc finger protein 268,3.14,5.35E-01,6.11E-01,
170712,COX7B2,cytochrome c oxidase subunit VIIb2,3.14,5.35E-01,6.12E-01,
51377,UCHL5,ubiquitin carboxyl-terminal hydrolase L5,5.07,5.35E-01,6.12E-01,
27347,STK39,"serine threonine kinase 39 (STE20/SPS1 homolog, yeast)",7.21,5.14E-01,6.12E-01,
10935,PRDX3,peroxiredoxin 3,5.23,5.14E-01,6.12E-01,
,IHPK1,unknown,5.23,5.14E-01,6.12E-01,
81669,CCNL2,cyclin L2,5.23,5.15E-01,6.12E-01,
,BC043264,unknown,3.13,5.36E-01,6.12E-01,
,MSL3L1,unknown,3.13,5.36E-01,6.12E-01,
9657,IQCB1,IQ motif containing B1,3.13,5.36E-01,6.12E-01,
221400,TDRD6,tudor domain containing 6,3.13,5.36E-01,6.12E-01,
,glopeybo.aApr07-unspliced,unknown,3.13,5.36E-01,6.12E-01,
10023,FRAT1,frequently rearranged in advanced T-cell lymphomas,5.06,5.36E-01,6.12E-01,
22954,TRIM32,tripartite motif-containing 32,7.20,5.15E-01,6.13E-01,
400657,LOC400657,hypothetical LOC400657,3.13,5.36E-01,6.13E-01,
23299,BICD2,bicaudal D homolog 2 (Drosophila),7.20,5.16E-01,6.13E-01,
,TMEM16B,unknown,3.13,5.37E-01,6.13E-01,
115362,GBP5,guanylate binding protein 5,3.13,5.37E-01,6.13E-01,
51019,CCDC53,coiled-coil domain containing 53,5.05,5.37E-01,6.13E-01,
118670,FAM24A,"family with sequence similarity 24, member A",3.13,5.37E-01,6.13E-01,
701,BUB1B,budding uninhibited by benzimidazoles 1 homolog beta (yeast),5.05,5.37E-01,6.13E-01,
51371,POMP,proteasome maturation protein,5.22,5.16E-01,6.13E-01,
25818,KLK5,kallikrein-related peptidase 5,5.22,5.16E-01,6.13E-01,
25961,NUDT13,nudix (nucleoside diphosphate linked moiety X)-type motif 13,7.19,5.16E-01,6.13E-01,
,BC008357,unknown,5.21,5.17E-01,6.14E-01,
5913,RAPSN,receptor-associated protein of the synapse,7.19,5.17E-01,6.14E-01,
55586,MIOX,myo-inositol oxygenase,3.12,5.38E-01,6.14E-01,
7071,KLF10,Kruppel-like factor 10,6.99,5.38E-01,6.14E-01,
70,ACTC1,"actin, alpha, cardiac muscle 1",6.99,5.38E-01,6.14E-01,
27232,GNMT,glycine N-methyltransferase,7.18,5.17E-01,6.14E-01,
440465,FLJ90757,hypothetical protein LOC440465,3.12,5.38E-01,6.14E-01,
85025,TMEM60,transmembrane protein 60,3.12,5.38E-01,6.14E-01,
,AX747269,unknown,3.12,5.38E-01,6.14E-01,
92597,MOBKL1A,"MOB1, Mps One Binder kinase activator-like 1A (yeast)",3.12,5.38E-01,6.14E-01,
23107,MRPS27,mitochondrial ribosomal protein S27,6.98,5.38E-01,6.14E-01,
57575,PCDH10,protocadherin 10,3.12,5.38E-01,6.14E-01,
415117,STX19,syntaxin 19,3.12,5.38E-01,6.14E-01,
10682,EBP,emopamil binding protein (sterol isomerase),6.98,5.39E-01,6.14E-01,
,BC037918,unknown,3.12,5.39E-01,6.14E-01,
29802,VPREB3,pre-B lymphocyte 3,5.04,5.39E-01,6.14E-01,
4889,NPY5R,neuropeptide Y receptor Y5,6.98,5.39E-01,6.14E-01,
6575,SLC20A2,"solute carrier family 20 (phosphate transporter), member 2",6.98,5.39E-01,6.14E-01,
56955,MEPE,matrix extracellular phosphoglycoprotein,5.21,5.17E-01,6.14E-01,
25917,THUMPD3,THUMP domain containing 3,3.11,5.39E-01,6.14E-01,
10047,CST8,cystatin 8 (cystatin-related epididymal specific),5.21,5.18E-01,6.14E-01,
7265,TTC1,tetratricopeptide repeat domain 1,7.18,5.18E-01,6.15E-01,
134,ADORA1,adenosine A1 receptor,7.18,5.18E-01,6.15E-01,
9023,CH25H,cholesterol 25-hydroxylase,6.98,5.39E-01,6.15E-01,
222584,FAM83B,"family with sequence similarity 83, member B",3.11,5.39E-01,6.15E-01,
10179,RBM7,RNA binding motif protein 7,3.11,5.39E-01,6.15E-01,
57504,MTA3,"metastasis associated 1 family, member 3",3.11,5.39E-01,6.15E-01,
7634,ZNF80,zinc finger protein 80,7.17,5.18E-01,6.15E-01,
80324,PUS1,pseudouridylate synthase 1,5.20,5.18E-01,6.15E-01,
10249,GLYAT,glycine-N-acyltransferase,6.97,5.40E-01,6.15E-01,
140461,ASB8,ankyrin repeat and SOCS box-containing 8,5.03,5.40E-01,6.15E-01,
23508,TTC9,tetratricopeptide repeat domain 9,7.17,5.18E-01,6.15E-01,
7941,PLA2G7,"phospholipase A2, group VII (platelet-activating factor acetylhydrolase, plasma)",7.17,5.19E-01,6.15E-01,
4222,MEOX1,mesenchyme homeobox 1,6.97,5.40E-01,6.15E-01,
23596,OPN3,opsin 3,5.20,5.19E-01,6.15E-01,
10129,FRY,furry homolog (Drosophila),7.16,5.19E-01,6.15E-01,
23643,LY96,lymphocyte antigen 96,6.97,5.40E-01,6.15E-01,
,AX747372,unknown,3.11,5.40E-01,6.15E-01,
160419,C12orf50,chromosome 12 open reading frame 50,3.10,5.40E-01,6.16E-01,
224,ALDH3A2,"aldehyde dehydrogenase 3 family, member A2",6.96,5.41E-01,6.16E-01,
26659,OR7A5,"olfactory receptor, family 7, subfamily A, member 5",6.96,5.41E-01,6.16E-01,
84456,L3MBTL3,l(3)mbt-like 3 (Drosophila),3.10,5.41E-01,6.16E-01,
145957,NRG4,neuregulin 4,3.10,5.41E-01,6.16E-01,
2,A2M,alpha-2-macroglobulin,5.02,5.41E-01,6.16E-01,
1733,DIO1,"deiodinase, iodothyronine, type I",6.96,5.41E-01,6.16E-01,
54951,COMMD8,COMM domain containing 8,5.02,5.41E-01,6.16E-01,
10650,SLMO1,slowmo homolog 1 (Drosophila),6.96,5.41E-01,6.16E-01,
5409,PNMT,phenylethanolamine N-methyltransferase,6.96,5.41E-01,6.16E-01,
221504,ZBTB9,zinc finger and BTB domain containing 9,3.10,5.41E-01,6.16E-01,
7259,TSPYL1,TSPY-like 1,6.96,5.41E-01,6.16E-01,
168544,ZNF467,zinc finger protein 467,7.16,5.20E-01,6.16E-01,
400627,FLJ46026,FLJ46026 protein,3.10,5.42E-01,6.16E-01,
55213,RCBTB1,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 1,5.19,5.20E-01,6.16E-01,
5533,PPP3CC,"protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform",7.16,5.20E-01,6.16E-01,
6355,CCL8,chemokine (C-C motif) ligand 8,6.95,5.42E-01,6.16E-01,
10219,KLRG1,"killer cell lectin-like receptor subfamily G, member 1",7.15,5.20E-01,6.16E-01,
2245,FGD1,"FYVE, RhoGEF and PH domain containing 1",7.15,5.20E-01,6.16E-01,
10924,SMPDL3A,"sphingomyelin phosphodiesterase, acid-like 3A",7.15,5.20E-01,6.17E-01,
80381,CD276,CD276 molecule,3.10,5.42E-01,6.17E-01,
51725,FBXO40,F-box protein 40,5.18,5.20E-01,6.17E-01,
10294,DNAJA2,"DnaJ (Hsp40) homolog, subfamily A, member 2",5.18,5.21E-01,6.17E-01,
57613,KIAA1467,KIAA1467,7.15,5.21E-01,6.17E-01,
644192,LOC644192,hypothetical LOC644192,3.09,5.43E-01,6.18E-01,
10297,APC2,adenomatosis polyposis coli 2,6.94,5.43E-01,6.18E-01,
9218,VAPA,"VAMP (vesicle-associated membrane protein)-associated protein A, 33kDa",6.94,5.43E-01,6.18E-01,
58492,ZNF77,zinc finger protein 77,3.09,5.43E-01,6.18E-01,
,CR621436,unknown,6.94,5.43E-01,6.18E-01,
10632,ATP5L,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G",7.14,5.22E-01,6.18E-01,
80789,INTS5,integrator complex subunit 5,5.17,5.22E-01,6.18E-01,
10512,SEMA3C,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C",6.93,5.44E-01,6.18E-01,
3347,HTN3,histatin 3,7.13,5.22E-01,6.18E-01,
6578,SLCO2A1,"solute carrier organic anion transporter family, member 2A1",7.13,5.22E-01,6.18E-01,
114327,EFHC1,EF-hand domain (C-terminal) containing 1,5.00,5.44E-01,6.19E-01,
85465,SELI,selenoprotein I,3.08,5.44E-01,6.19E-01,
149954,C20orf186,chromosome 20 open reading frame 186,3.08,5.44E-01,6.19E-01,
23170,TTLL12,"tubulin tyrosine ligase-like family, member 12",5.16,5.23E-01,6.19E-01,
79852,ABHD9,abhydrolase domain containing 9,5.16,5.23E-01,6.19E-01,
10954,PDIA5,"protein disulfide isomerase family A, member 5",7.13,5.23E-01,6.19E-01,
5016,OVGP1,"oviductal glycoprotein 1, 120kDa",7.13,5.23E-01,6.19E-01,
10200,MPHOSPH6,M-phase phosphoprotein 6,7.13,5.23E-01,6.19E-01,
283989,TSEN54,tRNA splicing endonuclease 54 homolog (S. cerevisiae),3.08,5.45E-01,6.19E-01,
92815,HIST3H2A,"histone cluster 3, H2a",5.16,5.23E-01,6.19E-01,
1610,DAO,D-amino-acid oxidase,7.12,5.24E-01,6.19E-01,
3839,KPNA3,karyopherin alpha 3 (importin alpha 4),7.12,5.23E-01,6.19E-01,
58497,PRUNE,prune homolog (Drosophila),6.92,5.45E-01,6.19E-01,
55466,DNAJA4,"DnaJ (Hsp40) homolog, subfamily A, member 4",4.99,5.45E-01,6.20E-01,
5194,PEX13,peroxisomal biogenesis factor 13,6.92,5.45E-01,6.20E-01,
161,AP2A2,"adaptor-related protein complex 2, alpha 2 subunit",7.12,5.24E-01,6.20E-01,
8408,ULK1,unc-51-like kinase 1 (C. elegans),7.12,5.24E-01,6.20E-01,
6691,SPINK2,"serine peptidase inhibitor, Kazal type 2 (acrosin-trypsin inhibitor)",7.12,5.24E-01,6.20E-01,
,BC040935,unknown,3.07,5.46E-01,6.20E-01,
55013,CCDC109B,coiled-coil domain containing 109B,4.99,5.45E-01,6.20E-01,
5595,MAPK3,mitogen-activated protein kinase 3,5.15,5.24E-01,6.20E-01,
114789,SLC25A25,"solute carrier family 25 (mitochondrial carrier; phosphate carrier), member 25",3.07,5.46E-01,6.20E-01,
58491,ZNF71,zinc finger protein 71,3.07,5.46E-01,6.20E-01,
,BX537644,unknown,3.07,5.46E-01,6.20E-01,
63894,C14orf133,chromosome 14 open reading frame 133,4.98,5.46E-01,6.20E-01,
50717,WDR42A,WD repeat domain 42A,6.92,5.46E-01,6.20E-01,
2326,FMO1,flavin containing monooxygenase 1,6.92,5.46E-01,6.20E-01,
3097,HIVEP2,human immunodeficiency virus type I enhancer binding protein 2,7.11,5.24E-01,6.20E-01,
442028,LOC442028,hypothetical LOC442028,3.07,5.46E-01,6.20E-01,
440498,LOC440498,heat shock factor binding protein 1-like,3.07,5.46E-01,6.20E-01,
9352,TXNL1,thioredoxin-like 1,7.11,5.25E-01,6.20E-01,
7087,ICAM5,"intercellular adhesion molecule 5, telencephalin",6.91,5.46E-01,6.20E-01,
27306,PGDS,"prostaglandin D2 synthase, hematopoietic",7.11,5.25E-01,6.20E-01,
8538,BARX2,BARX homeobox 2,7.11,5.25E-01,6.20E-01,
,AF143871,unknown,3.07,5.46E-01,6.20E-01,
317703,VN1R4,vomeronasal 1 receptor 4,3.07,5.47E-01,6.21E-01,
,AK055364,unknown,3.07,5.47E-01,6.21E-01,
56897,WRNIP1,Werner helicase interacting protein 1,3.07,5.47E-01,6.21E-01,
22872,SEC31A,SEC31 homolog A (S. cerevisiae),4.98,5.47E-01,6.21E-01,
4893,NRAS,neuroblastoma RAS viral (v-ras) oncogene homolog,7.10,5.25E-01,6.21E-01,
1015,CDH17,"cadherin 17, LI cadherin (liver-intestine)",6.90,5.47E-01,6.21E-01,
9278,ZBTB22,zinc finger and BTB domain containing 22,5.14,5.26E-01,6.21E-01,
5393,EXOSC9,exosome component 9,5.14,5.26E-01,6.21E-01,
